Date,Returns,Momentum,Volatility,SMA_Ratio,Ticker,Momentum_z,Volatility_z,SMA_Ratio_z,Composite_Score
233,0.013767792868411233,-0.04448341788902521,0.019917637414817096,0.9821554510596477,GOOGL,-0.15883233447595907,-0.7439943930315444,0.23050173194518622,-0.22410833185410575
234,0.006046963499431346,-0.012322335393470385,0.019928448465881272,0.9880033007941309,GOOGL,-0.17372793444778956,-0.7565428572549331,0.07265970117867941,-0.2858703635080144
235,-0.04827295431557144,-0.018106050885944747,0.020853677361225235,0.9404805931027164,GOOGL,-0.2107790278439157,-0.6477343591120711,0.004680289631165378,-0.2846110324416071
236,0.014692118411422372,-0.022444500477369234,0.02087811290824821,0.9544489267636109,GOOGL,-0.2463979456231949,-0.6249567205657609,0.07833371908537141,-0.26434031570119476
237,-0.029218594998511427,-0.0292224467503005,0.02110917737059705,0.9268210518613574,GOOGL,-0.29904727912534074,-0.6312371135098113,0.13716147557632444,-0.2643743056862759
238,0.006306262292197662,-0.030517919339549837,0.0210890118711216,0.9329752878984536,GOOGL,-0.29958776071122084,-0.669059013605908,0.03129818902852359,-0.3124495284295351
239,0.00804240212418228,-0.04113891905937683,0.02112492822014913,0.9408205689269203,GOOGL,-0.31712867634775577,-0.6627178174418835,0.08911650795797353,-0.2969099952772219
240,0.011378543853700185,-0.054440052315833154,0.021109295448156627,0.9517103555907495,GOOGL,-0.3281439014682223,-0.6640044622552732,0.11788207490485739,-0.2914220962728794
241,-0.00017705900705589084,-0.03903942609267885,0.02108768667170706,0.9516699775703832,GOOGL,-0.38130680762160746,-0.671662846900159,0.08724329176912628,-0.3219087875842134
242,-0.02033468650364345,-0.03642871462670694,0.02120876737816235,0.9323994828571398,GOOGL,-0.40565231206973196,-0.6708670756871599,0.18219421297652444,-0.29810839159345576
243,-0.024778597866667473,-0.03509785408129695,0.021305825607401744,0.9095317484817395,GOOGL,-0.3963268932552387,-0.6635824952224213,0.23387789348950533,-0.2753438316627182
244,0.017315905688977784,-0.025238383808391385,0.021372289831934843,0.9254918324458957,GOOGL,-0.3761049407209899,-0.6700392405114983,0.2556715867917905,-0.2634908648135659
245,-0.0076192169485074235,-0.05672938378671466,0.02135908963797091,0.9187069380990774,GOOGL,-0.4133607321553066,-0.7838211215994427,0.44342659546758023,-0.2512517527623897
246,-0.011473263108144227,-0.06850436575188656,0.021312589168756887,0.9085349979967285,GOOGL,-0.40116902749233546,-0.809303110962654,0.5275109785187964,-0.22765371997873105
247,-0.031585262008488324,-0.07836456658703395,0.021641094142150416,0.880378376293505,GOOGL,-0.40198080082477844,-0.8517556490279102,0.6151971052872044,-0.21284644818849474
248,-0.006637928834424156,-0.05957537405387414,0.021567675424868288,0.875219194554881,GOOGL,-0.45092295703467505,-0.8923303884909363,0.8618699434556985,-0.16046113402330428
249,0.06416350139203564,-0.08652102070583934,0.023252402856041413,0.9318653414417887,GOOGL,-0.5274016349089276,-0.919421954710334,0.7876467958384678,-0.21972559792693128
250,0.004819508746342516,-0.0989423118012549,0.023265769207598607,0.9367188859340747,GOOGL,-0.45164318617456783,-0.911573153759326,0.8140573990947021,-0.1830529802797306
251,-0.005907503116512003,-0.0745819365147995,0.023270478008202495,0.9316087797896666,GOOGL,-0.6288174925130849,-0.9037621423857453,0.7914341931921728,-0.24704848056888576
252,-0.0016433560057088625,-0.04372469698892423,0.02326004353336215,0.9305153193326355,GOOGL,-0.7320505687537296,-0.8990966886005001,0.6732245966391399,-0.31930755357169666
253,0.009301880983138222,-0.053797132032621486,0.02304758692598193,0.9395044178908026,GOOGL,-0.7465698960024775,-0.9326650351779532,0.7126366810985381,-0.3221994166939642
254,-0.0276957050691351,-0.033996440685696405,0.02328051317674842,0.9137878020791341,GOOGL,-0.6622101314283712,-1.0728163555257244,0.7695505307045978,-0.3218253187498326
255,0.05129353667110581,0.029190514348267138,0.02424253910755581,0.9607351037879697,GOOGL,-0.4492426081003112,-1.047727764772303,0.7965411786238629,-0.23347639808291706
256,-0.001994205746142619,0.05694703998592643,0.024217829615042,0.958896449840716,GOOGL,-0.49660109907269484,-1.0285637843023892,0.6736885673684987,-0.28382543866886173
257,0.008783203485978719,0.01980763892290871,0.023495491037591302,0.9671797667999927,GOOGL,-0.3720107784669981,-1.0633503399304816,0.6356664252197469,-0.2665648977259109
258,-0.0034274885029965674,0.04450397046757737,0.023499346874726598,0.9636281986166495,GOOGL,-0.3573046129483778,-1.0774482520364883,0.528278205796658,-0.30215821972940266
259,-0.0026071683913133636,0.09368760654859765,0.023228502128784197,0.9610099517517133,GOOGL,-0.29293592614441966,-1.077577087430041,0.5380537382841822,-0.2774864250967594
260,-0.013310659434837557,0.07771420834268095,0.023198643697898657,0.9479753704070303,GOOGL,-0.353556681390318,-1.0729253822453424,0.48587742466492206,-0.3135348796569128
261,-0.012175141946821455,0.07023776292910422,0.022950215000359386,0.9362404908073328,GOOGL,-0.22169871884526085,-1.0616660579718313,0.43709767522819587,-0.2820890338629654
262,0.03328560101458278,0.07120487472948489,0.023365722554924417,0.9671912387980374,GOOGL,-0.16802440247583691,-1.0376674163184996,0.4706236572545334,-0.24502272051326765
263,0.002761098775355908,0.0437494890372403,0.02311817771766617,0.9695299898871702,GOOGL,-0.15946771634173976,-1.0590157379722458,0.47690494317412885,-0.2471928370466189
264,0.008820489208179572,0.03220752693232454,0.02313037579888355,0.9777317799338356,GOOGL,-0.14950455163874815,-1.0551241845404047,0.5046758932426081,-0.23331761431218156
265,0.007442265702820805,0.022902721618158095,0.0231389228926799,0.9846685061759404,GOOGL,-0.3065759456545248,-1.0621194118465247,0.48909353924250126,-0.2932006060861827
266,-0.02589185231461788,0.0005617474896757457,0.023378621259890674,0.9589775198944194,GOOGL,-0.4455619125047154,-1.0271612889013113,0.48134242011769773,-0.33046026042944304
267,0.0053586399051408495,0.002523009139919985,0.022386015148210977,0.9637973178835939,GOOGL,-0.4808359665763097,-1.0613241627305132,0.5086711644155362,-0.3444963216304289
268,-0.0003780588178367017,0.006694358377893783,0.021652597808777565,0.9631594012918703,GOOGL,-0.47902231075540075,-1.07371519643085,0.48939580223177054,-0.3544472349848267
269,0.016153134672725056,-0.005389736952513324,0.02162244785755124,0.9784348584618887,GOOGL,-0.4327223981429881,-1.1308303943183784,0.5277414835105236,-0.3452704363169476
270,-0.01965479329340203,-0.018195332029972255,0.020947152878027165,0.9589705240290418,GOOGL,-0.41446966488511444,-1.2352373248146469,0.5080294279459608,-0.3805591872512668
271,-0.009075224287716344,0.008089324182938729,0.020911724508696907,0.9501294005841304,GOOGL,-0.2557201797774542,-1.2437137643078,0.6572418584404088,-0.2807306952149485
272,0.02610132493907935,0.040401440177016745,0.020568940709669317,0.9746609716606245,GOOGL,-0.136783846127173,-1.3010940436948448,0.492481475267178,-0.3151321381849466
273,0.02541000734687482,0.0765440084027571,0.02081236023458811,0.9990733034654612,GOOGL,-0.06382707312340809,-1.3933796578626976,0.4834256644879629,-0.3245936888327143
274,-0.006457118302950926,0.07844919959277119,0.02075187455873222,0.9924492948650423,GOOGL,-0.03613601455107211,-1.368097795261517,0.7526437514590119,-0.21719668611785906
275,0.020382312180107665,0.06410541530745628,0.02079814674276959,1.0123811678111436,GOOGL,-0.02452851758956827,-1.3979367049352038,0.7468476495092707,-0.22520585767183376
276,0.009155228395808734,0.045372011640369525,0.020767019645485902,1.0213670173176437,GOOGL,-0.024644975507159134,-1.4083895458038003,0.6913063839126709,-0.2472427124660962
277,-0.025159071451845483,0.031326368068221866,0.020537480041225447,0.9954692515739659,GOOGL,-0.10554731699518821,-1.405605927561577,0.38700503409677917,-0.3747160701533287
278,-0.0151216763780615,0.04416573477481034,0.020570519226842814,0.98027660666319,GOOGL,-0.19206641412605926,-1.4037162284629918,0.4043550816088887,-0.39714252032672076
279,-0.003191992575839353,0.03136512565405791,0.020462653076290582,0.9768023622783274,GOOGL,-0.18343758731262308,-1.4010555179561461,0.33786189598788274,-0.41554373642696213
280,-0.00023580767745567943,0.02841513010210428,0.020170467363277853,0.9762297784908183,GOOGL,-0.23245474365861546,-1.40689042159633,0.4215211789988924,-0.4059413287520177
281,0.02310097007909584,0.046161600571892114,0.02036792789707139,0.9984090058102446,GOOGL,-0.17283912186660122,-1.390264491252576,0.6324474882794366,-0.3102187082799135
282,0.0009311246498253656,0.036043516955072796,0.02035790367055708,0.998908881212025,GOOGL,-0.26114096499093103,-1.3796922482181546,0.6781941011248943,-0.3208797040280638
283,0.0005049993920991369,0.03297388356652431,0.020271495653181704,0.9989243278539991,GOOGL,-0.2825359028131904,-1.3621172091260156,0.7125189906618664,-0.31071137375911323
284,-0.008474955406315932,0.05997782180679967,0.02030376112387916,0.9901130399425679,GOOGL,-0.1309295420002402,-1.3635029876064333,0.540757506520179,-0.3178916743621648
285,0.006144924472045732,0.11486533665314091,0.019648429709694132,0.9957549003376761,GOOGL,-0.07303250433657962,-1.3959454156585034,0.6122649970974343,-0.28557097429921624
286,-0.005255208253942101,0.12806173103442098,0.019668299084089406,0.9901093941169137,GOOGL,-0.12601123471255044,-1.3357298289762531,0.5649531541613031,-0.2989293031758335
287,-0.014617342698100999,0.10388480229342645,0.019723829508572894,0.9754073356706373,GOOGL,-0.17823543747759976,-1.3425403393007376,0.23984065320080392,-0.4269783745258445
288,0.01118448845079234,0.13695094840527133,0.019679947587046286,0.9860680840178938,GOOGL,-0.14754349271418343,-1.3507260153162162,0.23090300730682237,-0.42245550024119244
289,0.0006896509583471655,0.15906679721037142,0.019435608952453037,0.9864922548286491,GOOGL,-0.2525256028444548,-1.3584597154595892,0.11841314941379512,-0.49752405629674956
290,0.0041884316735669724,0.11756121336732206,0.019430071887904,0.9904795561433987,GOOGL,-0.19939147374024307,-1.359650195245005,0.15022257726447655,-0.4696063639069239
291,0.0007844124852285361,0.1641905013062448,0.018836795695045545,0.9911802893244773,GOOGL,-0.2039244355559965,-1.3775268783502879,0.184508364325624,-0.46564764986022017
292,0.0032593721713121138,0.17082526050713032,0.01883822697942814,0.9943092356469339,GOOGL,-0.34948141364326496,-1.3736287385454822,0.3017121920722476,-0.4737993200388331
293,0.019502021549769433,0.15604461038203188,0.018920254265600157,1.0135127808172648,GOOGL,-0.3638271148617833,-1.3622793859314757,0.4722506162459059,-0.41795196151578434
294,0.004266448346113005,0.19050386878018166,0.01891319869433937,1.0175291185053952,GOOGL,-0.49841171850945215,-1.353025480112721,0.3761907136133587,-0.4917488283362715
295,0.01367231479209452,0.18860683488165098,0.017854607993924063,1.0310540708353348,GOOGL,-0.44582290775825684,-1.4149644077404069,0.5283685650443475,-0.4441395834847721
296,-0.003634894250469145,0.1842655014239829,0.01778610894294977,1.0269273954275806,GOOGL,-0.4415949168689344,-1.4208199800599464,0.4684320134936664,-0.46466096114507144
297,-0.012095128276349287,0.17315806692447722,0.017419328192099303,1.0141435697250463,GOOGL,-0.3911119263457406,-1.3673860683275474,0.5377378838717272,-0.40692003693385354
298,-0.0007645554288031597,0.1963760652101807,0.01741177086340032,1.0130737766490547,GOOGL,-0.4662785235404058,-1.3423361283278363,0.5063021156955114,-0.4341041787242435
299,0.025470150057648855,0.1790036692225827,0.01766436397577642,1.038401457191821,GOOGL,-0.601151188312836,-1.3412436668022956,0.5764737696233554,-0.4553070284972587
300,0.015255293907334488,0.16396531934952296,0.01770664614319354,1.0537262678132573,GOOGL,-0.4590146322835581,-1.3405971842355766,0.7531022603393287,-0.348836518726602
301,0.0015118524700397096,0.18001880982394503,0.017704519354495185,1.0547919994326074,GOOGL,-0.3029816946983858,-1.3417590294269806,0.6466361511420475,-0.33270152432777295
302,-0.0054459478345415535,0.17877361889400656,0.01748924651387253,1.0485474916177395,GOOGL,-0.3107990155411804,-1.2938929754762476,0.6465007275548029,-0.319397087820875
303,-0.0018699753251967266,0.18386369838241579,0.017135778067527693,1.046024640573816,GOOGL,-0.29558167696098214,-1.284152928124551,0.5536248303446918,-0.3420365915802804
304,-0.0014701880852809879,0.17762160894608003,0.01703416086254808,1.043977242819648,GOOGL,-0.28900656144930936,-1.2906214096663977,0.40590685678720817,-0.39124037144283297
305,0.011703359496381571,0.1489586948815813,0.01702583887094082,1.0557202258802816,GOOGL,-0.3791478573392993,-1.3443282735947166,0.5591739808960651,-0.3881007166793169
306,0.019934028612081933,0.15443699314898396,0.017067459744241512,1.0763329836605564,GOOGL,-0.3615479013124982,-1.2907508730336321,0.7780625481586091,-0.2914120753958404
307,0.007909204907887268,0.1508191775026959,0.01645537040957342,1.0844505257190464,GOOGL,-0.5266055587760758,-1.356103425024339,0.5618167709843955,-0.4402974042720064
