Date,Returns,Momentum,Volatility,SMA_Ratio,Ticker,Momentum_z,Volatility_z,SMA_Ratio_z,Composite_Score
233,-0.00540234834608988,-0.16216909638817967,0.022302761972991192,0.9240751626128635,AAPL,-0.7558447359659809,-0.11461005435002347,-0.4068153965777154,-0.42575672896457323
234,0.03494223373646643,-0.1262505779412052,0.02283495694209484,0.9560119965354739,AAPL,-0.7261085216355359,-0.03869605566808557,-0.2615546964147431,-0.3421197579061215
235,-0.04398885371014449,-0.1322262553030671,0.02341233648832036,0.9137999779373769,AAPL,-0.737843912626061,-0.03745156838685459,-0.3024348297773218,-0.35924343693007915
236,-0.011149255957964677,-0.12563838585441722,0.023132117943732395,0.9034834521360129,AAPL,-0.7343546207615785,-0.08469010406819899,-0.5018486909739687,-0.4402978052679154
237,-0.03565700075377842,-0.1074755163254486,0.023470967473646992,0.8713164092331432,AAPL,-0.6790653447902822,-0.07321074759523578,-0.579983083920739,-0.4440863921020857
238,0.006587660864774358,-0.10451982326525144,0.023219669440486063,0.8771472733440582,AAPL,-0.6667753456045781,-0.1572143894152358,-0.6875709196681549,-0.5038535515626562
239,-0.0057188190939782,-0.11310804767715843,0.02320278803824716,0.8723207736591629,AAPL,-0.6785448840265585,-0.16250237244759408,-0.758910670133907,-0.5333193088693532
240,0.0027867779187285002,-0.1313785280472547,0.023035002929967657,0.8749184729140731,AAPL,-0.7405755699455676,-0.19249479742688302,-0.8553331263739423,-0.5961344979154642
241,0.010939987558036934,-0.12266047729021479,0.02310400509123062,0.8846102378825281,AAPL,-0.8513554677399883,-0.17355310235979346,-0.7842566346924514,-0.6030550682640777
242,-0.03199734855826453,-0.10740585204311515,0.023381858767843655,0.8564742359108217,AAPL,-0.7956099063651805,-0.147613486091683,-0.9195390337467759,-0.6209208087345465
243,-0.009306347769949763,-0.11669459254447145,0.02333805655271991,0.8487313861522158,AAPL,-0.8406837656695875,-0.18812412829620168,-0.7311761916087367,-0.5866613618581753
244,0.012992991938918008,-0.11204756055308263,0.023432383625972542,0.8599558352765792,AAPL,-0.841141170792143,-0.18840021537159174,-0.8285755583153586,-0.6193723148263645
245,-0.031192096833404848,-0.12808740549413944,0.023559230639167792,0.8334314469808618,AAPL,-0.8139655047094292,-0.26010971710687886,-0.6503307981684924,-0.5748020066616002
246,-0.025234518532055272,-0.11733982682571387,0.023655726171994747,0.8127436286618884,AAPL,-0.6765508037099144,-0.24594747819326873,-0.786264558672149,-0.5695876135251107
247,-0.03889564922866606,-0.12453387752658696,0.024045202467301435,0.7816236617961535,AAPL,-0.6676536734175682,-0.286118896147105,-0.6512155454805438,-0.5349960383484057
248,-0.025874187168619,-0.08088356719959655,0.02392398971520796,0.7620164332925256,AAPL,-0.5793155747993624,-0.32915751826383494,-0.7548373974679271,-0.5544368301770414
249,0.07042191768391404,-0.07283854438044857,0.025888838300457885,0.8161575562783188,AAPL,-0.43859221549649763,-0.32389184323839787,-0.8627149495090128,-0.5417330027479695
250,-0.0064900144297262985,-0.08458838300648586,0.02583806169753233,0.8113216110395054,AAPL,-0.3504276404917757,-0.33089019555714483,-0.9061554175480248,-0.5291577511989818
251,0.0005124725585661238,-0.0013640616073898881,0.025779653643194175,0.8121654396082767,AAPL,-0.10121354630748268,-0.33899275179157884,-0.8955585754574096,-0.445254957852157
252,0.009665261445978235,0.011791237790838238,0.025751782447351004,0.8204200876549586,AAPL,-0.24641525303093373,-0.34271884142232106,-0.7888971728929438,-0.45934375578206615
253,0.00114121190186256,0.009496236202856778,0.025722849670370126,0.8217449054629468,AAPL,-0.036456404806028055,-0.3461368668259829,-1.0175742099239313,-0.4667224938519808
254,-0.09960749580988137,0.036005296241429896,0.028411999403554537,0.7404944622535049,AAPL,-0.026813431460081926,0.08626528569151312,-1.4347309285375438,-0.4584263581020375
255,0.04268908891808865,0.10152610449901567,0.029125737266299693,0.7726102940140983,AAPL,0.2487603408810237,0.07851443697831884,-1.4550410254487445,-0.37592208252980064
256,-0.002225840685023628,0.13014181623624665,0.029010374406061454,0.7713225760054391,AAPL,0.23410086953487405,0.04664018654984649,-1.483553661610419,-0.40093753517523284
257,0.01906344898840251,0.06426035274055097,0.028720433576331215,0.7863604134199386,AAPL,0.10224147456333141,0.1104128264562735,-1.5608718080437756,-0.44940583567472353
258,0.0169814499627452,0.08881960106965803,0.028863199597623193,0.7999195162528299,AAPL,0.13711837105028332,0.13884425740569545,-1.542835230352592,-0.42229086729887105
259,0.0031965581377277896,0.11318864568239317,0.028384958766436284,0.8028348361598611,AAPL,-0.09221041714292949,0.10091748963552154,-1.5441474321247206,-0.5118134532107096
260,-0.009818176214470342,0.10921394320088362,0.02831544540711009,0.7952479493511451,AAPL,-0.06265820145236152,0.09492186913021865,-1.5749646792961791,-0.5142336705394407
261,-0.015037125133941731,0.06183583915327273,0.02810912846075847,0.7835901773640963,AAPL,-0.3040413821777329,0.11032903415475409,-1.6847804945216232,-0.6261642808482006
262,0.020466585407438398,0.055134736104240245,0.028316686384696525,0.799897160579213,AAPL,-0.34814494658551987,0.09318446772866903,-1.6890723946482475,-0.6480109578350328
263,0.012216852213060791,0.03372763471786655,0.028312079936081806,0.8098798126650788,AAPL,-0.26096260402900967,0.1308323659737821,-1.6072479914327606,-0.5791260764959961
264,0.005937855612436316,0.0031376717219968597,0.028224457286049123,0.814916985991163,AAPL,-0.45300163157920503,0.11334293381571411,-1.6049615332666558,-0.6482067436767155
265,0.006159158955516775,0.012872068788981617,0.028224793075448742,0.8202136763835736,AAPL,-0.4149714617083872,0.11199935257518766,-1.613895400910414,-0.6389558366812046
266,-0.022446121333394076,0.010560187709875546,0.028244393161096865,0.8021730740793728,AAPL,-0.34449722047992937,0.0834783415204339,-1.6245273644177773,-0.6285154144590909
267,0.004044585079035157,0.026502479192751283,0.028020356545244852,0.8056840996097859,AAPL,-0.2590947333405514,0.20218512354828733,-1.490135547895638,-0.5156817192293007
268,-0.007926532304942113,0.02540879129088114,0.027796734163161453,0.7996225738039558,AAPL,-0.3031051414414652,0.3241549823772655,-1.5845005621130055,-0.5211502403924018
269,0.033137182128234466,0.008459277315545854,0.028206739132120972,0.8264145925007272,AAPL,-0.303085732579022,0.5421703988854548,-1.574728160320063,-0.4452144980045434
270,-0.009254611444879601,-0.008030412794822084,0.028153509448243318,0.8190728443519864,AAPL,-0.3181938798818311,0.6514819719148346,-1.5892357618198159,-0.4186492232622708
271,-0.01036481565060321,-0.014593921930712184,0.028134313180708883,0.8109569368853973,AAPL,-0.467905264257081,0.6292773176341019,-1.5369897971008089,-0.4585392479079293
272,0.06833469769508649,-0.0027269310800979163,0.029422257989332616,0.866546013316641,AAPL,-0.550190635317148,0.83545174805284,-1.4505643560204358,-0.3884344144282479
