Price,Close,High,Low,Open,Volume
Ticker,META,META,META,META,META
Date,,,,,
2018-01-02,180.56898498535156,180.72823809500116,176.7171434173781,176.84652328015753,18151900
2018-01-03,183.80372619628906,183.91321080270566,180.47939751012842,181.02682054221148,16886600
2018-01-04,183.46534729003906,185.33653345238878,183.2364304256707,184.03266563864122,13880900
2018-01-05,185.97352600097656,186.0232793101108,184.06251901429675,184.71942671676715,13574500
2018-01-08,187.39678955078125,188.0138763111986,185.45593991139518,186.32185393807256,17994700
2018-01-09,186.98870849609375,187.91435382049985,186.22233145364547,187.81481683948036,12393100
2018-01-10,186.95884704589844,187.00861553550487,184.75922256507457,186.0630749818254,10529900
2018-01-11,186.8892059326172,187.51624037848472,186.50103596623725,187.51624037848472,9588600
2018-01-12,178.52859497070312,180.62869785640194,176.56783475663877,177.22474243172078,77551300
2018-01-16,177.55319213867188,180.89743136731119,177.20482787408395,180.64860408895177,36183800
2018-01-17,176.76690673828125,178.4788396488722,174.97534727519633,178.4191083440927,27992400
2018-01-18,178.9565887451172,180.1310462557839,176.2493466340063,177.2944242820887,23304900
2018-01-19,180.4395751953125,181.5145108168175,179.32483389325304,180.00165196036858,26826500
2018-01-22,184.5004425048828,184.52035293924786,179.56371788715904,179.951887827614,21059500
2018-01-23,188.46176147460938,188.6608202332062,184.6795843124304,185.17723880252737,25678800
2018-01-24,185.6749267578125,189.76564801119068,185.64506869800198,188.9992557058916,24334500
2018-01-25,186.60055541992188,187.735207244834,185.72469369414512,187.0683519359763,17377700
2018-01-26,189.1087188720703,189.1087188720703,185.9336805831592,186.86927351700632,17759200
2018-01-29,185.10757446289062,187.9541589779271,184.75922540471308,187.86458480758526,20453200
2018-01-30,186.2422332763672,187.2972584886988,180.98700246184683,186.73988782461504,20858600
2018-01-31,186.0133056640625,188.93951666824896,184.35114139164045,187.48635878914843,43275100
2018-02-01,192.1842498779297,194.40380032981872,187.00864507281767,187.33709893144538,54211300
2018-02-02,189.3874053955078,193.29897787126404,189.08880964215672,191.1391438614441,26677500
2018-02-05,180.40972900390625,189.7158755251482,179.76278413867004,186.0531299975739,33128200
2018-02-06,184.4407501220703,184.89859904811127,176.90626718342315,177.7323756629401,37758500
2018-02-07,179.3347930908203,184.21181697651505,179.10587624163267,183.2861715813623,27601900
2018-02-08,170.77511596679688,180.98698059568792,170.67557899428837,180.16087232293836,38478300
2018-02-09,175.2838897705078,176.0701772931132,166.3957714295385,173.94021638331782,39887600
2018-02-12,175.5824737548828,176.71712546826816,171.03390409099242,176.22941856470717,32092100
2018-02-13,172.3377685546875,175.14454757111807,172.28801524831223,174.79618330321944,21809400
2018-02-14,178.67788696289062,178.9665199083366,172.39748921513117,172.63635367006276,28929700
2018-02-15,179.1158447265625,179.65330499542176,176.0104697921348,179.65330499542176,20922100
2018-02-16,176.52801513671875,179.0361982153312,175.47298996517847,178.15037376118786,20645300
2018-02-20,175.18434143066406,177.11524342872323,174.28856935539645,174.9454769771052,21204900
2018-02-21,177.07545471191406,180.41969406700002,175.57252817398142,175.88108676807173,23200800
2018-02-22,178.150390625,179.3646690056973,176.5778003420115,177.86174246601442,18464200
2018-02-23,182.43020629882812,182.52974328810072,178.66793894995033,179.05610890857383,19007300
2018-02-26,184.0625,184.7890865597399,182.36052998612493,183.7141509359819,17599700
2018-02-27,180.60877990722656,183.83357138463742,180.60877990722656,183.5847441317651,15849800
2018-02-28,177.48353576660156,182.02214308235156,177.30437222139437,181.44486195012547,18783000
2018-03-01,175.1147003173828,179.2750854179347,173.59187848036618,178.17029161586254,23201600
2018-03-02,175.79148864746094,176.27919557459333,172.17852693631085,172.47710751699228,20025900
2018-03-05,179.55374145507812,180.30022322141667,175.06490323422483,175.37344660102443,16189300
2018-03-06,178.93666076660156,181.52447038555147,178.2698055219423,180.9272788774212,15086800
2018-03-07,182.84823608398438,182.95772068926377,177.23469353200903,177.90154878699772,19097300
2018-03-08,181.48464965820312,183.53498388397196,180.5988252056949,182.69892792171473,17225900
2018-03-09,184.36109924316406,184.63978457452825,182.35058580792406,183.04729913633454,18526300
2018-03-12,183.893310546875,185.22703633173646,183.35585029567125,184.3611070558913,15301200
2018-03-13,181.02682495117188,185.11754598187946,180.26043268758988,184.7393236619174,18067500
2018-03-14,183.3259735107422,183.38568962286377,180.9969540147365,181.7434357906776,16821700
2018-03-15,182.99752807617188,183.13687073989857,181.33536373485663,182.38044130641245,15614300
2018-03-16,184.2217559814453,184.46063563064666,182.5496439986702,183.6245796392591,24403400
2018-03-19,171.75051879882812,176.33889390135988,169.2622462960931,176.17964081625442,88140100
2018-03-20,167.36122131347656,169.40160803302504,161.1903078489395,166.68441840634694,129851800
2018-03-21,168.5954132080078,172.5865973586535,162.5339842409996,164.02694793852154,106598800
2018-03-22,164.1165008544922,169.47126814914657,162.9519911437503,165.3506894852868,73743000
2018-03-23,158.64231872558594,165.81850410418517,158.27405921412011,164.6639418895425,53609700
2018-03-26,159.30918884277344,160.34431892029582,148.32098190743568,160.06563355801205,126116600
2018-03-27,151.50596618652344,162.0861077410022,150.04286046157284,155.57677713056634,79117000
2018-03-28,152.31214904785156,155.1487860333358,150.092614026363,150.9386176417588,60029200
2018-03-29,159.04043579101562,160.66279449804537,153.41694540194985,154.42220213430406,59434300
2018-04-02,154.6610870361328,158.45321243887204,153.38709254878768,157.0697333383701,36796000
2018-04-03,155.37770080566406,156.65169521078622,150.10255965374913,155.8156392300269,42543900
2018-04-04,154.37246704101562,154.83030078017617,149.80398615099293,151.3168604270653,49885600
2018-04-05,158.59255981445312,160.81211020270698,155.9151757119389,160.80214739117127,41449600
2018-04-06,156.4626007080078,160.6628066800192,156.0744307336851,156.9901133606204,41644800
2018-04-09,157.18914794921875,159.77695750426258,155.3080144884373,157.0796785355495,34915200
2018-04-10,164.26580810546875,165.20140109468446,156.27347720249628,157.18915975718076,57889300
2018-04-11,165.53982543945312,167.85888239871142,162.4842190531551,164.58432197122343,56144600
2018-04-12,163.10130310058594,166.66451162652712,162.33492600139087,166.19671511807707,38263000
2018-04-13,163.7482452392578,164.92270260028707,163.00176346962417,163.80796135087482,19990600
2018-04-16,164.05679321289062,165.00233377686143,162.6235457450056,164.94261766356806,18119400
2018-04-17,167.86883544921875,168.20723689626863,164.88290816703645,165.0521088905614,22743000
2018-04-18,165.5796356201172,167.3313743076991,164.99240684945886,166.0972006455986,20969600
2018-04-19,167.31146240234375,167.54037923829648,164.42505695837133,165.42036603824914,22235000
2018-04-20,165.49998474121094,167.6398930866166,165.0321882808684,167.00289591318153,19119400
2018-04-23,165.0620574951172,167.65981485354345,164.31557567013508,166.48535740543315,23088100
2018-04-24,158.94091796875,165.3208531598246,157.44795426840437,164.65398267559019,35079900
2018-04-25,158.94091796875,160.30448662182448,155.45733600127687,159.38880404141128,41083600
2018-04-26,173.34303283691406,175.44313560101187,169.99879372411402,172.40743987273618,77556900
2018-04-27,172.7757110595703,176.26925588286448,171.79036472455897,175.98060772560146,29804700
2018-04-30,171.1931610107422,174.89571198711423,170.9045280611784,172.97475757377174,20750500
2018-05-01,173.04443359375,173.20368668811005,169.43145684991214,171.19315813664434,26025900
2018-05-02,175.2440948486328,177.24466083573228,173.38285635221976,173.4326248487294,30424500
2018-05-03,173.2036895751953,175.29382952147006,171.312593219372,174.30848325651598,24026100
2018-05-04,175.78152465820312,176.14978413156555,172.24817463938948,172.2680850719851,17677800
2018-05-07,177.13516235351562,178.65798406679605,176.33891203332433,176.5180755692929,18697200
2018-05-08,178.0806884765625,178.2001206993507,176.27918157585867,177.41383325397774,15577200
2018-05-09,181.8031768798828,182.15152597752035,177.9413724352183,178.8271969902126,23282800
2018-05-10,184.65968322753906,185.25687472076808,181.6438980798747,182.290842874864,21071400
2018-05-11,186.11285400390625,187.43661692885604,183.31602267673784,183.9828931382243,21207800
